Serotype,Stage,Feature,Pearson_r,Abs_r,P_value
IP3,pg,pg_child2_xto_inlet_20x__16_1,0.0309,0.0309,0.7766
IP3,pg,pg_child2_xto_inline_201__6_1,0.0309,0.0309,0.7763
IP3,pg,pg_child2_xto_control_20x__29_1,0.0308,0.0308,0.7772
IP3,pg,pg_sensor_PIC_I1_min,0.0306,0.0306,0.7785
IP3,pg,pg_child2_xto_alarm_201__7_1,-0.0306,0.0306,0.7786
IP3,pg,pg_child2_xto_inline_201__16_1,-0.0306,0.0306,0.7786
IP3,pg,pg_sensor_MT_I1_OUT_min,0.0303,0.0303,0.7804
IP3,pg,pg_child2__gen_get_val_15__1_1,0.028,0.028,0.7968
IP3,pg,pg_sensor_TI_A1_max,-0.0269,0.0269,0.805
IP3,pg,pg_child2_xto_outlet_20x__12_1,0.0255,0.0255,0.8149
IP3,pg,pg_child2_xto_outlet_20x__14_1,0.0242,0.0242,0.8237
IP3,pg,pg_child2_xto_common_20x__24_1,0.023,0.023,0.8324
IP3,pg,pg_child2_xto_cip_201__5_1,0.0229,0.0229,0.8335
IP3,pg,pg_child2_xto_control_20x__9_1,0.0228,0.0228,0.8337
IP3,pg,pg_child2_xto_inlet_20x__11_1,0.0225,0.0225,0.8362
IP3,pg,PG_UF - % elimination prot. [%],0.0223,0.0223,0.8373
IP3,pg,pg_sensor_PIC_I1_OUT_min,-0.0211,0.0211,0.8464
IP3,pg,pg_child2_xto_prompt__9_1,0.0207,0.0207,0.849
IP3,pg,pg_sensor_UV Elution_std,0.0204,0.0204,0.8515
IP3,pg,pg_child2_xto_prompt__18_1,-0.0204,0.0204,0.8512
IP3,pg,pg_sensor_UV Light_min,0.019,0.019,0.861
IP3,pg,pg_child2_xto_control_20x__21_1,0.0188,0.0188,0.863
IP3,pg,pg_sensor_RunCalc_UV_DuringHarvest_mean,0.018,0.018,0.8686
IP3,pg,pg_child2_xto_control_20x__7_1,-0.0168,0.0168,0.8771
IP3,pg,pg_child2_xto_inlet_20x__6_1,-0.0168,0.0168,0.8771
IP3,pg,pg_child2_xto_prompt__14_1,-0.0168,0.0168,0.8773
IP3,pg,pg_child2_xto_common_20x__32_1,-0.0164,0.0164,0.8802
IP3,pg,pg_child2_xto_inline_201__10_1,0.0164,0.0164,0.8804
IP3,pg,pg_child2_xto_alarm_201__6_1,0.0137,0.0137,0.9
IP3,pg,pg_child2_xto_outlet_20x__19_1,0.0137,0.0137,0.8996
IP3,pg,pg_child2_xto_inline_201__8_1,-0.0133,0.0133,0.9025
IP3,pg,pg_child2_xto_common_20x__46_1,0.0129,0.0129,0.9057
IP3,pg,pg_sensor_AI_A2_max,0.0127,0.0127,0.9073
IP3,pg,pg_child2_xto_inlet_20x__14_1,0.0127,0.0127,0.907
IP3,pg,pg_child2_xto_cip_201__10_1,0.0125,0.0125,0.9088
IP3,pg,pg_child2_xto_control_20x__16_1,0.0124,0.0124,0.9094
IP3,pg,pg_child2_xto_inline_201__15_1,0.0123,0.0123,0.91
IP3,pg,pg_sensor_FIC_C11_min,-0.0119,0.0119,0.913
IP3,pg,pg_sensor_PI_A2_min,0.0111,0.0111,0.919
IP3,pg,pg_sensor_UV Elution_max,0.0109,0.0109,0.92
IP3,pg,pg_child2_xto_outlet_20x__6_1,0.0104,0.0104,0.9239
IP3,pg,pg_child2_xto_common_20x__26_1,0.0103,0.0103,0.9249
IP3,pg,pg_child2_xto_control_20x__12_1,0.0103,0.0103,0.9249
IP3,pg,pg_child2_xto_alarm_201__9_1,-0.0099,0.0099,0.9278
IP3,pg,pg_sensor_MT_I2_OUT_min,-0.009,0.009,0.9343
IP3,pg,pg_child2_xto_cip_201__4_1,-0.009,0.009,0.9342
IP3,pg,pg_child2_xto_common_20x__25_1,0.0087,0.0087,0.9366
IP3,pg,pg_child2_xto_control_20x__11_1,0.0087,0.0087,0.9366
IP3,pg,pg_child2_xto_inline_201__13_1,0.0086,0.0086,0.9368
IP3,pg,pg_sensor_AI_A3_mean,0.0065,0.0065,0.9521
IP3,pg,pg_sensor_UV Elution_mean,0.0049,0.0049,0.9641
IP3,pg,pg_child2_xto_common_20x__23_1,-0.0048,0.0048,0.9647
IP3,pg,pg_child2_xto_control_20x__8_1,-0.0044,0.0044,0.9677
IP3,pg,pg_child2_xto_inlet_20x__10_1,-0.0043,0.0043,0.9682
IP3,pg,pg_child2_xto_prompt__4_1,0.0038,0.0038,0.9724
IP3,pg,pg_child2_xto_outlet_20x__4_1,0.0022,0.0022,0.9842
IP3,pg,pg_sensor_AI_A1_max,-0.0016,0.0016,0.9885
IP3,pg,pg_child2_xto_prompt__3_1,0.0011,0.0011,0.9921
IP3,pg,pg_child2_xto_alarm_201__3_1,0.001,0.001,0.9929
IP3,pg,pg_child2_xto_common_20x__42_1,-0.0009,0.0009,0.9934
IP3,pg,pg_child2_xto_inlet_20x__17_1,-0.0009,0.0009,0.9934
IP3,pg,pg_child2_xto_common_20x__2_1,0.0005,0.0005,0.9966
IP3,pg,pg_child2_xto_control_20x__10_1,0.0005,0.0005,0.9966
IP3,pg,pg_child2_xto_inline_201__12_1,0.0005,0.0005,0.9966
IP3,pg,pg_child2_xto_prompt__8_1,0.0002,0.0002,0.9987
IP3,psv_global,PSV_PSV - Ag total,0.5512,0.5512,0.0
IP3,psv_global,PSV_005 PSV - Ag content Elisa [DU/ml],0.4674,0.4674,0.0
IP3,psv_global,PSV_PSV - Volume ml [ml],0.328,0.328,0.0019
IP3,psv_global,PSV_PSV - Prot total [mg],0.1902,0.1902,0.0777
IP3,psv_global,PSV_PSV - Filtration time [Minute],0.1753,0.1753,0.1043
IP3,psv_global,PSV_PSV - Flow average,0.1489,0.1489,0.1687
IP3,psv_global,PSV_019 PSV - Protein by lowry [µg/ml],0.1278,0.1278,0.2383
IP3,psv_global,GY_PSV - % elimination prot. [%],0.0862,0.0862,0.4273
IP3,psv_global,PSV_021 PSV - BSA content by Elisa [ng/ml],0.0614,0.0614,0.5721
IP3,psv_global,GY_PSV - Ratio prot/Ag,-0.0485,0.0485,0.6553
IP3,psv_global,PSV_020 PSV - Protein/dose (Lowry) [µg of pr,-0.0465,0.0465,0.6687
IP3,psv_global,GY_PSV - Purification factor,-0.016,0.016,0.883
IP3,uf,UF_UF - Ag total,0.5086,0.5086,0.0
IP3,uf,UF_Clarif - Purification factor,0.4786,0.4786,0.0
IP3,uf,UF_003 UF - Ag content Elisa [DU/ml],0.4335,0.4335,0.0
IP3,uf,UF_Clarif - Ratio prot/Ag,0.3404,0.3404,0.0013
IP3,uf,UF_UF - Volume UFR ml [ml],0.2048,0.2048,0.0571
IP3,uf,UF_022 Clarif - pH,0.161,0.161,0.1364
IP3,uf,UF_PG - Volume injected ml [ml],-0.1042,0.1042,0.337
IP3,uf,UF_016 UF - Protein by Lowry [µg/ml],-0.1015,0.1015,0.3497
IP3,uf,UF_Clarif - % elimination prot. [%],0.1,0.1,0.3566
IP3,uf,UF_Clarif - % elimina. prot.tot [%],0.0731,0.0731,0.501
IP3,uf,UF_UF - Prot total [mg],-0.028,0.028,0.7971
